"ï..â...of.the.samples" "body.mass" "buffer" "PI" "total.add.buffer.PI" "sex" "protein.conc" "MDA_prot" "MDA..neg.values." "treatment" "TE" "leg_side" "before_treatment_feeding_date" "treatment_date" "treatment_time" "molt_date" "MDA.532.600" "MDA" "MDA.con...nmol.mgProtein." "GSH"
"11" 11 0.02 150 6.25 156.25 "female" 18.25161749 1.76697e-06 0.001 "leg_tip" 45.21033543 "right" "16/08/2016" "23/08/2016" "12h47" "13/08/2016" 0.001 0.03225 1.76697e-06 0.09919861
"12" 12 0.0301 225.75 9.40625 235.15625 "female" 17.19822482 2.81279e-06 0.0015 "leg_tip" 41.85446401 "left" "16/08/2016" "23/08/2016" "12h47" "12/08/2016" 0.0015 0.048375 2.81279e-06 0.253439485
"13" 13 0.0219 164.25 6.84375 171.09375 "female" 17.45378162 2.67922e-05 0.0145 "leg_tip" 42.70582605 "right" "16/08/2016" "23/08/2016" "12h47" "12/08/2016" 0.0145 0.467625 2.67922e-05 0.003264442
"14" 14 0.0212 159 6.625 165.625 "female" 17.07356296 3.2111e-05 0.017 "mid_tibia" 41.42991698 "right" "16/08/2016" "23/08/2016" "12h47" "13/08/2016" 0.017 0.54825 3.2111e-05 0.063122163
"15" 15 0.0307 230.25 9.59375 239.84375 "female" 17.28548811 -7.46291e-06 -0.004 "scape" 42.14800338 "" "16/08/2016" "23/08/2016" "12h47" "12/08/2016" 0.004 0.129 3.73145e-06 0.150599645
"16" 16 0.0301 225.75 9.40625 235.15625 "female" 18.11448945 3.29363e-05 0.0185 "scape" 44.79557357 "" "16/08/2016" "23/08/2016" "12h47" "08/08/2016" 0.0185 0.596625 3.29363e-05 0.113101111
"17" 17 0.0366 274.5 11.4375 285.9375 "female" 23.74297219 0 0 "control" 57.88227388 "" "16/08/2016" "23/08/2016" "12h47" "11/08/2016" 0 0 0 0.162198336
"18" 18 0.032 240 10 250 "female" 15.38439483 4.08775e-05 0.0195 "control" 34.99906814 "" "16/08/2016" "23/08/2016" "12h47" "12/08/2016" 0.0195 0.628875 4.08775e-05 0.119504658
"19" 19 0.0364 273 11.375 284.375 "female" 24.9334929 5.82048e-06 0.0045 "mid_tibia" 59.8933048 "left" "16/08/2016" "23/08/2016" "12h47" "11/08/2016" 0.0045 0.145125 5.82048e-06 0.09011335
"20" 20 0.0292 219 9.125 228.125 "female" 27.95030978 3.98073e-05 0.0345 "control" 64.22222123 "" "16/08/2016" "23/08/2016" "12h47" "12/08/2016" 0.0345 1.112625 3.98073e-05 0.252788683
"21" 21 0.0258 193.5 8.0625 201.5625 "female" 25.66899784 2.70122e-05 0.0215 "scape" 61.04249936 "" "16/08/2016" "23/08/2016" "12h47" "12/08/2016" 0.0215 0.693375 2.70122e-05 0.335079657
"22" 22 0.0389 291.75 12.15625 303.90625 "female" 27.53269257 1.46417e-05 0.0125 "leg_tip" 63.67954215 "right" "16/08/2016" "23/08/2016" "12h47" "10/08/2016" 0.0125 0.403125 1.46417e-05 0.242208994
"23" 23 0.0367 275.25 11.46875 286.71875 "female" 18.10825635 -2.76048e-05 -0.0155 "scape" 44.7765715 "" "16/08/2016" "23/08/2016" "12h47" "13/08/2016" 0 0 0 0.209217358
"24" 24 0.0261 195.75 8.15625 203.90625 "female" 26.74732289 1.68802e-05 0.014 "control" 62.61308078 "" "24/08/2016" "31/08/2016" "10h50" "23/08/2016" 0.014 0.4515 1.68802e-05 0.259572525
"25" 25 0.0272 204 8.5 212.5 "female" 19.48576985 -0.000340114 -0.2055 "scape" 48.68049824 "" "24/08/2016" "31/08/2016" "10h50" "22/08/2016" 0.02535 0.8175375 2.09778e-05 0.255354657
"26" 26 0.0238 178.5 7.4375 185.9375 "female" 19.05568645 -2.45399e-05 -0.0145 "scape" 47.52222637 "" "24/08/2016" "31/08/2016" "10h50" "22/08/2016" 0 0 0 0.062325501
"27" 27 0.0294 220.5 9.1875 229.6875 "female" 18.55080594 2.17309e-05 0.0125 "scape" 46.09398625 "" "24/08/2016" "31/08/2016" "10h50" "22/08/2016" 0.0125 0.403125 2.17309e-05 0.492794435
"28" 28 0.025 187.5 7.8125 195.3125 "female" 18.62560305 4.24214e-05 0.0245 "control" 46.31046323 "" "24/08/2016" "31/08/2016" "10h50" "23/08/2016" 0.0245 0.790125 4.24214e-05 0.343120913
"29" 29 0.0245 183.75 7.65625 191.40625 "female" 18.82506202 -4.28285e-05 -0.025 "leg_tip" 46.87932507 "left" "24/08/2016" "31/08/2016" "10h50" "19/08/2016" 0 0 0 0.461586402
"30" 30 0.0289 216.75 9.03125 225.78125 "female" 16.50635152 2.93069e-05 0.015 "control" 39.41726016 "" "24/08/2016" "31/08/2016" "10h50" "20/08/2016" 0.015 0.48375 2.93069e-05 0.197903201
"31" 31 0.0309 231.75 9.65625 241.40625 "female" 17.4662478 2.76963e-05 0.015 "control" 42.74671863 "" "24/08/2016" "31/08/2016" "10h50" "21/08/2016" 0.015 0.48375 2.76963e-05 0.114562454
"32" 32 0.026 195 8.125 203.125 "female" 18.21421893 3.54119e-06 0.002 "scape" 45.09783792 "" "24/08/2016" "31/08/2016" "10h50" "21/08/2016" 0.002 0.0645 3.54119e-06 0.076228003
"33" 33 0.0232 174 7.25 181.25 "female" 17.57844347 2.20156e-05 0.012 "control" 43.11214178 "" "24/08/2016" "31/08/2016" "10h50" "21/08/2016" 0.012 0.387 2.20156e-05 0.151085207
"34" 34 0.0274 205.5 8.5625 214.0625 "female" 16.16976451 2.99169e-05 0.015 "control" 38.15618037 "" "24/08/2016" "31/08/2016" "10h50" "19/08/2016" 0.015 0.48375 2.99169e-05 0.255354657
"35" 35 0.0227 170.25 7.09375 177.34375 "female" 17.1296608 -1.31789e-05 -0.007 "scape" 41.62172783 "" "24/08/2016" "31/08/2016" "10h50" "20/08/2016" 0 0 0 0.37627456
"36" 36 0.0264 198 8.25 206.25 "female" 15.71474874 3.48876e-05 0.017 "mid_tibia" 36.36551139 "right" "24/08/2016" "31/08/2016" "10h50" "19/08/2016" 0.017 0.54825 3.48876e-05 0.408920303
"37" 37 0.0239 179.25 7.46875 186.71875 "female" 16.83670544 2.87319e-05 0.015 "leg_tip" 40.6059574 "right" "24/08/2016" "31/08/2016" "10h50" "23/08/2016" 0.015 0.48375 2.87319e-05 0.153205813
"38" 38 0.0202 151.5 6.3125 157.8125 "female" 16.88657018 1.9098e-05 0.01 "leg_tip" 40.78134343 "left" "24/08/2016" "31/08/2016" "10h50" "22/08/2016" 0.01 0.3225 1.9098e-05 0.104166373
"39" 39 0.0198 148.5 6.1875 154.6875 "female" 16.84293853 3.8295e-05 0.02 "mid_tibia" 40.62793744 "left" "24/08/2016" "31/08/2016" "10h50" "19/08/2016" 0.02 0.645 3.8295e-05 0.073895583
"40" 40 0.0259 194.25 8.09375 202.34375 "female" 15.75838039 -2.45584e-05 -0.012 "leg_tip" 36.54170194 "right" "24/08/2016" "31/08/2016" "10h50" "20/08/2016" 0.009 0.29025 9.20939e-06 0.141229416
"41" 41 0.023 172.5 7.1875 179.6875 "female" 22.06003715 -1.97359e-05 -0.0135 "mid_tibia" 54.66916065 "left" "24/08/2016" "31/08/2016" "10h50" "20/08/2016" 0.0025 0.080625 1.8274e-06 0.254332743
"42" 42 0.0209 156.75 6.53125 163.28125 "female" 16.31312565 3.1631e-05 0.016 "mid_tibia" 38.69966911 "left" "24/08/2016" "31/08/2016" "10h50" "19/08/2016" 0.016 0.516 3.1631e-05 0.277084211
"43" 43 0.0214 160.5 6.6875 167.1875 "female" 17.17329244 -8.45062e-06 -0.0045 "mid_tibia" 41.77004769 "right" "24/08/2016" "31/08/2016" "10h50" "20/08/2016" 0.007 0.22575 6.57271e-06 0.073151772
"44" 44 0.0287 215.25 8.96875 224.21875 "female" 16.40038894 0 0 "mid_tibia" 39.02583632 "right" "24/08/2016" "31/08/2016" "10h50" "21/08/2016" 0 0 0 0.418698078
"45" 45 0.0209 156.75 6.53125 163.28125 "female" 16.21962926 -2.58483e-05 -0.013 "leg_tip" 38.34630963 "left" "24/08/2016" "31/08/2016" "10h50" "19/08/2016" 0 0 0 0.385808821
"46" 46 0.0161 120.75 5.03125 125.78125 "female" 16.48141915 -7.827e-06 -0.004 "control" 39.32561323 "" "24/08/2016" "31/08/2016" "10h50" "18/08/2016" 0.004 0.129 3.9135e-06 0.279641464
"47" 47 0.0272 204 8.5 212.5 "female" 16.77437451 -3.17225e-05 -0.0165 "leg_tip" 40.38525851 "left" "24/08/2016" "31/08/2016" "10h50" "18/08/2016" 0.008 0.258 7.6903e-06 0.376120192
"48" 48 0.0204 153 6.375 159.375 "female" 16.64347956 9.68848e-06 0.005 "leg_tip" 39.91641013 "right" "24/08/2016" "31/08/2016" "10h50" "20/08/2016" 0.005 0.16125 9.68848e-06 0.161414771
"49" 49 0.0179 134.25 5.59375 139.84375 "female" 16.06380194 -9.03429e-06 -0.0045 "scape" 37.74823644 "" "24/08/2016" "31/08/2016" "10h50" "18/08/2016" 0.0025 0.080625 2.50952e-06 0.321920386
"50" 51 0.0203 152.25 6.34375 158.59375 "female" 16.64347956 3.87539e-05 0.02 "scape" 39.91641013 "" "24/08/2016" "31/08/2016" "10h50" "18/08/2016" 0.02 0.645 3.87539e-05 0.200295173
"51" 52 0.0291 218.25 9.09375 227.34375 "female" 16.70581049 2.12351e-05 0.011 "control" 40.14058757 "" "24/08/2016" "31/08/2016" "10h50" "20/08/2016" 0.011 0.35475 2.12351e-05 0.462925867
"52" 53 0.0287 215.25 8.96875 224.21875 "female" 16.11989977 3.90123e-05 0.0195 "scape" 37.96487483 "" "25/08/2016" "01/09/2016" "10h30" "22/08/2016" 0.0195 0.628875 3.90123e-05 0.48429566
"53" 54 0.0217 162.75 6.78125 169.53125 "female" 16.38168967 -1.87023e-05 -0.0095 "control" 38.95623587 "" "25/08/2016" "01/09/2016" "10h30" "22/08/2016" 0.0035 0.112875 3.44516e-06 0.268336557
"54" 55 0.03 225 9.375 234.375 "female" 16.81177307 6.23447e-05 0.0325 "scape" 40.51787422 "" "25/08/2016" "01/09/2016" "10h30" "22/08/2016" 0.0325 1.048125 6.23447e-05 0.163168074
"55" 56 0.0213 159.75 6.65625 166.40625 "female" 16.51258461 7.22631e-05 0.037 "control" 39.44012864 "" "25/08/2016" "01/09/2016" "10h30" "23/08/2016" 0.037 1.19325 7.22631e-05 0.141229416
"56" 57 0.0196 147 6.125 153.125 "female" 16.13236596 9.99543e-06 0.005 "mid_tibia" 38.01281209 "left" "25/08/2016" "01/09/2016" "10h30" "22/08/2016" 0.005 0.16125 9.99543e-06 0.437008417
"57" 58 0.0237 177.75 7.40625 185.15625 "female" 17.85893265 4.24367e-05 0.0235 "scape" 44.00561221 "" "25/08/2016" "01/09/2016" "10h30" "23/08/2016" 0.0235 0.757875 4.24367e-05 0.245314998
"58" 59 0.0192 144 6 150 "female" 15.1537704 2.12818e-05 0.01 "leg_tip" 34.00982239 "right" "25/08/2016" "01/09/2016" "10h30" "21/08/2016" 0.01 0.3225 2.12818e-05 0.116406722
"59" 60 0.023 172.5 7.1875 179.6875 "female" 16.33805802 1.48044e-05 0.0075 "mid_tibia" 38.79321527 "left" "dead after 8h" "" "" "20/08/2016" 0.0075 0.241875 1.48044e-05 0.229747919
"60" 61 0.0189 141.75 5.90625 147.65625 "female" 15.61501926 2.89145e-05 0.014 "leg_tip" 35.95909276 "right" "25/08/2016" "01/09/2016" "10h30" "20/08/2016" 0.014 0.4515 2.89145e-05 0.274237258
"61" 62 0.0216 162 6.75 168.75 "female" 16.04510266 9.04482e-06 0.0045 "mid_tibia" 37.67568701 "right" "25/08/2016" "01/09/2016" "10h30" "20/08/2016" 0.0045 0.145125 9.04482e-06 0.254887201
"62" 63 0.0209 156.75 6.53125 163.28125 "female" 15.72098184 -0.000112827 -0.055 "scape" 36.39074134 "" "25/08/2016" "01/09/2016" "10h30" "20/08/2016" 0.0045 0.145125 4.52241e-06 0.266451467
"63" 64 0.0234 175.5 7.3125 182.8125 "female" 14.92314597 7.34765e-05 0.034 "control" 32.99000075 "" "25/08/2016" "01/09/2016" "10h30" "19/08/2016" 0.034 1.0965 7.34765e-05 0.172605251
"64" 65 0.0239 179.25 7.46875 186.71875 "female" 15.98900482 -6.05103e-06 -0.003 "scape" 37.45702056 "" "25/08/2016" "01/09/2016" "10h30" "21/08/2016" 0.003 0.09675 3.02552e-06 0.234510065
"65" 66 0.0331 248.25 10.34375 258.59375 "female" 17.55974419 1.83659e-06 0.001 "control" 43.0515622 "" "25/08/2016" "01/09/2016" "10h30" "21/08/2016" 0.001 0.03225 1.83659e-06 0.259200848
"66" 67 0.0258 193.5 8.0625 201.5625 "female" 34.94383983 -9.22909e-07 -0.001 "leg_tip" 71.38265272 "left" "25/08/2016" "01/09/2016" "10h30" "21/08/2016" 0.0075 0.241875 3.46091e-06 0.036014679
"67" 68 0.02 150 6.25 156.25 "female" 23.05733199 -1.04902e-05 -0.0075 "mid_tibia" 56.6298477 "left" "25/08/2016" "01/09/2016" "10h30" "21/08/2016" 0.005 0.16125 3.49672e-06 0.312919337
"68" 69 0.025 187.5 7.8125 195.3125 "female" 22.20339828 -1.45248e-06 -0.001 "mid_tibia" 54.9618492 "right" "25/08/2016" "01/09/2016" "10h30" "21/08/2016" 0 0 0 0.463489801
"69" 70 0.0246 184.5 7.6875 192.1875 "female" 29.93243327 7.54199e-06 0.007 "leg_tip" 66.59142306 "left" "25/08/2016" "01/09/2016" "10h30" "21/08/2016" 0.007 0.22575 7.54199e-06 0.164969209
"70" 71 0.0229 171.75 7.15625 178.90625 "female" 33.10507748 2.53284e-05 0.026 "control" 69.79315331 "" "25/08/2016" "01/09/2016" "10h30" "21/08/2016" 0.026 0.8385 2.53284e-05 0.175750419
"71" 72 0.022 165 6.875 171.875 "female" 32.69369336 -6.905e-06 -0.007 "mid_tibia" 69.41306113 "right" "25/08/2016" "01/09/2016" "10h30" "23/08/2016" 0.003 0.09675 1.47964e-06 0.113272413
"72" 73 0.0229 171.75 7.15625 178.90625 "female" 25.30747846 1.91149e-05 0.015 "leg_tip" 60.48598831 "right" "25/08/2016" "01/09/2016" "10h30" "24/08/2016" 0.015 0.48375 1.91149e-05 0.00656175
